text_ID,text,Hindi
392,Many families continue exchanging homemade snacks with neighbors during festivals.,कई परिवार त्योहारों के दौरान पड़ोसियों के साथ घर के बने नाश्ते का आदान-प्रदान करते रहते हैं।
393,Traditional folk performances remain part of festival celebrations in this region.,पारंपरिक लोक प्रदर्शन इस क्षेत्र में त्योहार समारोहों का हिस्सा बने हुए हैं।
394,"During festivals, many people in this area prefer gathering with extended family members at home.","त्योहारों के दौरान, इस क्षेत्र में कई लोग घर पर विस्तारित परिवार के सदस्यों के साथ इकट्ठा होना पसंद करते हैं।"
395,Festival decorations in this neighborhood continue to follow traditional styles every year.,इस पड़ोस में त्योहार की सजावट हर साल पारंपरिक शैली का पालन करती है।
396,People here continue buying festival items from local markets rather than online platforms.,यहाँ के लोग ऑनलाइन मंचों के बजाय स्थानीय बाजारों से त्योहार की वस्तुएँ खरीदना जारी रखते हैं।
397,"During festivals, processions continue to move through streets with music and community participation.","त्योहारों के दौरान, संगीत और सामुदायिक भागीदारी के साथ जुलूस सड़कों पर चलते रहते हैं।"
398,Families in this region continue preparing traditional festival recipes passed down across generations.,इस क्षेत्र के परिवार पीढ़ियों से चले आ रहे पारंपरिक त्योहारों के व्यंजनों को तैयार करना जारी रखते हैं।
399,Community celebrations during festivals often continue for several days in this area.,त्योहारों के दौरान इस क्षेत्र में अक्सर कई दिनों तक सामुदायिक उत्सव जारी रहते हैं।
400,"During festivals, many people continue visiting relatives in nearby towns and villages.","त्योहारों के दौरान, कई लोग आस-पास के कस्बों और गांवों में रिश्तेदारों से मिलने जाते रहते हैं।"
401,Seafood plays a major role in the cuisine of the Andaman and Nicobar Islands.,अंडमान और निकोबार द्वीप समूह के व्यंजनों में समुद्री भोजन एक प्रमुख भूमिका निभाता है।
402,"Staples of the diet of the Indigenous Andamanese traditionally include roots, honey, fruits, meat, and fish, obtained by hunting and gathering.","पारंपरिक रूप से अंडमान के मूल निवासियों के आहार में जड़ें, शहद, फल, मांस और मछली शामिल हैं, जो शिकार और संग्रहण से प्राप्त होते हैं।"
403,Some insects were also eaten as delicacies.,कुछ कीड़ों को स्वादिष्ट व्यंजन के रूप में भी खाया जाता था।
404,"The food of Andhra Pradesh is known for its heavy use of spices, and the use of tamarind.",आंध्र प्रदेश का भोजन मसालों के भारी उपयोग और इमली के उपयोग के लिए जाना जाता है।
405,Seafood is common in the coastal region of the state.,राज्य के तटीय क्षेत्र में समुद्री भोजन आम है।
406,Rice is the staple food (as is with all South Indian states) eaten with lentil preparations such as pappu (lentils) and pulusu (stew) and spicy vegetables or curries.,चावल मुख्य भोजन है (जैसा कि सभी दक्षिण भारतीय राज्यों में है) जिसे दाल की तैयारी जैसे कि पप्पु (दाल) और पुलुसु (शोरबा) और मसालेदार सब्जियों या करी के साथ खाया जाता है।
407,"In Andhra, leafy greens or vegetables such as bottle-gourd and eggplant are usually added to dal.",आंध्र में दाल में आम तौर पर पत्तेदार साग या सब्जियां जैसे लौकी और बैंगन मिलाए जाते हैं।
408,"Pickles are an essential part of the local cuisine; popular among those are mango-based pickles such as avakaya and maagaya, gongura (a pickle made from sorrel leaves), usirikaya (gooseberry or amla), nimmakaya (lime), and tomato pickle.","अचार स्थानीय व्यंजनों का एक अनिवार्य हिस्सा है; आम आधारित अचार जैसे अवकाय और मागया, गोंगुरा (सोरेल के पत्तों से बना अचार), उसिरिकया (आँवला या अमला), निम्मकाय (नींबू) और टमाटर का अचार लोकप्रिय हैं।"
409,"Perugu (yogurt) is a common addition to meals, as a way of tempering spiciness.",मसालेदार स्वाद के लिए पेरुगु (दही) भोजन में एक आम मिलावट है।
410,"Breakfast items include dosa, pesarattu (mung bean dosa), vada, and idli.","नाश्ते के व्यंजनों में डोसा, पेसरट्टु (मूंग की दाल का डोसा), वड़ा और इडली शामिल हैं।"
411,"The staple food is rice, along with fish, meat, and leaf vegetables.","मुख्य भोजन चावल है, साथ ही मछली, मांस और पत्तेदार सब्जियां भी हैं।"
412,"Native tribes of Arunachal are meat eaters and use fish, eggs, beef, chicken, pork, and mutton to make their dishes.","अरुणाचल की मूल जनजातियाँ मांस खाने वाली हैं और अपने व्यंजन बनाने के लिए मछली, अंडे, गोमांस, मुर्गे, सूअर और मटन का उपयोग करती हैं।"
413,Many varieties of rice are used.,चावल की कई किस्मों का उपयोग किया जाता है।
414,Boiled rice cakes wrapped in leaves are a popular snack.,पत्तियों में लिपटे हुए उबले हुए चावल के केक एक लोकप्रिय नाश्ता हैं।
415,Thukpa is a kind of noodle soup common among the Monpa tribe of the region.,थुकपा इस क्षेत्र की मोनपा जनजाति के बीच प्रचलित एक प्रकार का नूडल सूप है।
416,"Lettuce is the most common vegetable, usually prepared by boiling with ginger, coriander, and green chillies.","सलाद सबसे आम सब्जी है, जिसे आमतौर पर अदरक, धनिया और हरी मिर्च के साथ उबालकर तैयार किया जाता है।"
417,Apong or rice beer made from fermented rice or millet is a popular beverage in Arunachal Pradesh and is consumed as a refreshing drink.,अपोंग या किण्वित चावल या बाजरे से बनी चावल की बीयर अरुणाचल प्रदेश में एक लोकप्रिय पेय है और इसे एक ताज़ा पेय के रूप में पिया जाता है।
418,"Assamese cuisine has strong flavours from its use of endemic herbs, fruits, and vegetables served fresh, dried, or fermented.","असमिया व्यंजनों में ताज़े, सूखे या किण्वित रूप में परोसी जाने वाली स्थानिक जड़ी-बूटियों, फलों और सब्जियों के उपयोग से तीव्र स्वाद होता है।"
419,"Rice is the staple food item and a huge variety of endemic rice varieties, including several varieties of sticky rice are a part of the cuisine in Assam.",चावल मुख्य खाद्य पदार्थ है और आसाम के भोजन में कई प्रकार के चिपचिपे चावल सहित विभिन्न प्रकार के स्थानिक चावल शामिल हैं।
420,"Fish, generally freshwater varieties, are widely eaten.","मछली, आम तौर पर मीठे पानी की किस्मों को व्यापक रूप से खाया जाता है।"
421,"Other non-vegetarian items include chicken, duck, squab, snails, silkworms, insects, goat, pork, venison, turtle, monitor lizard, etc.","अन्य मांसाहारी खाद्य पदार्थों में मुर्गा, बत्तख, स्क्वैब, घोंघे, रेशम के कीड़े, कीड़े, बकरी, सूअर का मांस, हिरण का मांस, कछुआ, मॉनिटर छिपकली आदि शामिल हैं।"
422,"The region's cuisine involves simple cooking processes, mostly barbecuing, steaming, or boiling.","इस क्षेत्र के व्यंजनों में सरल पाक प्रक्रियाएँ शामिल हैं, जिनमें ज्यादातर बारबेक्यू करना, भाप देना या उबालना शामिल है।"
423,Spices are not fried before use in the cuisine of Assam.,असम के व्यंजनों में उपयोग से पहले मसालों को तला नहीं जाता है।
424,"A traditional meal in Assam begins with a khar, a class of dishes named after the main ingredient and ends with a tenga, a sour dish.","असम में एक पारंपरिक भोजन खार से शुरू होता है, जो मुख्य सामग्री के नाम पर व्यंजनों का एक वर्ग है और एक खट्टे व्यंजन टेंगा के साथ समाप्त होता है।"
425,Homebrewed rice beer or rice wine is served before a meal.,घर में बनी चावल की बीयर या चावल की शराब भोजन से पहले परोसी जाती है।
426,The food is usually served in bell metal utensils.,भोजन आम तौर पर घंटा धातु के बर्तनों में परोसा जाता है।
427,"Paan, the practice of chewing betel nut, generally concludes a meal.","पान, सुपारी चबाने की प्रथा, आम तौर पर भोजन का समापन करती है।"
428,"Fish, meat (chicken, goat meat), egg, rice, milk, and sugar all play crucial parts in Bengali cuisine.","मछली, मांस (मुर्गी, बकरी का मांस), अंडा, चावल, दूध और चीनी सभी बंगाली व्यंजनों में महत्वपूर्ण भूमिका निभाते हैं।"
429,"Bengali cuisine can be subdivided into four different types of dishes, charbya, or food that is chewed, such as rice or fish; choṣya, or food that is sucked, such as ambal and tak; lehya (লেহ্য), or foods that are meant to be licked, like chuttney; and peya (পেয়ে), which includes drinks, mainly milk.","बंगाली व्यंजनों को चार अलग-अलग प्रकार के व्यंजनों में विभाजित किया जा सकता है, चारब्या, या चबाने वाला भोजन, जैसे चावल या मछली; चोस्या, या चूसने वाला भोजन, जैसे अम्बल और तक; लेह्या (लेह्या), या चाटने के लिए खाद्य पदार्थ, जैसे चटनी; और पेय (पे), जिसमें पेय पदार्थ, मुख्य रूप से दूध शामिल हैं।"
430,"However, across all its varieties, there is predominant use of mustard oil along with large amounts of spices.","हालाँकि, इसकी सभी किस्मों में, मसालों की बड़ी मात्रा के साथ सरसों के तेल का प्रमुख उपयोग होता है।"
431,"The cuisine is known for subtle flavours with an emphasis on fish, meat, vegetables, lentils, and rice.","यह व्यंजन मछली, मांस, सब्जियों, दाल और चावल पर जोर देने वाले सूक्ष्म स्वादों के लिए जाना जाता है।"
432,"Bread is also a common dish in Bengali cuisine, particularly a deep-fried version called luchi is popular.","बंगाली व्यंजनों में रोटी भी एक आम व्यंजन है, विशेष रूप से एक गहरे तले हुए संस्करण जिसे लुची कहा जाता है, लोकप्रिय है।"
433,"Fresh aquatic fish is one of its most distinctive features; Bengalis prepare fish in many ways, such as steaming, braising, or stewing in vegetables and sauces based on coconut milk or mustard.","ताज़ी जलीय मछली इसकी सबसे विशिष्ट विशेषताओं में से एक है; बंगाली कई तरीकों से मछली तैयार करते हैं, जैसे भाप में पकाना, धीमी आंच पर पकाना या नारियल के दूध या सरसों पर आधारित सब्जियों और सॉस में पकाना।"
434,"East Bengali food, which has a high presence in West Bengal and Bangladesh, is much spicier than the West Bengali cuisine, and tends to use high amounts of chilli, and is one of the spiciest cuisines in India and the World.","पूर्वी बंगाली भोजन, जो पश्चिम बंगाल और बांग्लादेश में बहुत अधिक मौजूद है, पश्चिम बंगाली व्यंजनों की तुलना में बहुत अधिक मसालेदार होता है, और इसमें मिर्च की उच्च मात्रा का उपयोग किया जाता है, और यह भारत और दुनिया के सबसे मसालेदार व्यंजनों में से एक है।"
435,"Shondesh and Rashogolla are popular dishes made of sweetened, finely ground fresh cheese.","शोंदेश और रसगुल्ला मीठे, बारीक पिसे हुए ताज़े पनीर से बने लोकप्रिय व्यंजन हैं।"
436,"Bihari cuisine may include litti chokha, a baked salted wheat-flour cake filled with sattu (baked chickpea flour) and some special spices, which is served with baigan ke chokha, made of roasted eggplant (brinjal) and tomatoes.","बिहारी व्यंजनों में लिट्टी चोखा शामिल हो सकता है, जो सत्तू (भुने हुए चने के आटे) और कुछ विशेष मसालों से भरा हुआ एक पकाया हुआ नमकयुक्त गेहूँ के आटे का केक है, जिसे भुने हुए बैंगन (बैंगन) और टमाटर से बने बैंगन के चोखे के साथ परोसा जाता है।"
437,"Among meat dishes, meat saalan is a popular dish made of mutton or goat curry with cubed potatoes in garam masala.","मांस व्यंजनों में, मांस सालन एक लोकप्रिय व्यंजन है जो गरम मसाले में आलू के टुकड़ों के साथ मटन या बकरी की करी से बनाया जाता है।"
438,Dalpuri is another popular dish in Bihar.,दलपुरी बिहार का एक और लोकप्रिय व्यंजन है।
439,"It is salted wheat-flour bread, filled with boiled, crushed, and fried gram pulses.","यह नमक मिला हुआ गेहूँ के आटे की रोटी है, जो उबली हुई, कुचली हुई और तली हुई चने की दाल से भरी होती है।"
440,"Malpua is a popular sweet dish of Bihar, prepared by a mixture of maida, milk, bananas, cashew nuts, peanuts, raisins, sugar, water, and green cardamom.","मालपुआ बिहार का एक लोकप्रिय मीठा व्यंजन है, जो मैदा, दूध, केले, काजू, मूंगफली, किशमिश, चीनी, पानी और हरी इलायची के मिश्रण से तैयार किया जाता है।"
441,"Another notable sweet dish of Bihar is balushahi, which is prepared by a specially treated combination of maida and sugar along with ghee.","बिहार का एक और उल्लेखनीय मीठा व्यंजन बालूशाही है, जिसे घी के साथ मैदा और चीनी के विशेष रूप से तैयार किए गए मिश्रण से बनाया जाता है।"
442,"The other worldwide famous sweet, khaja is made from flour, vegetable fat, and sugar, which is mainly used in weddings and other occasions.","एक अन्य विश्व प्रसिद्ध मिठाई, खाजा, आटे, वनस्पति वसा और चीनी से बनाई जाती है, जिसका उपयोग मुख्य रूप से शादियों और अन्य अवसरों पर किया जाता है।"
443,"During the festival of Chhath, thekua, a sweet dish made of ghee, jaggery, and whole-meal flour, flavoured with aniseed, is made.","छठ पर्व के दौरान, थेकुआ बनाया जाता है, जो घी, गुड़ और साबुत आटे से बना एक मीठा व्यंजन है, जिसमें सौंफ का स्वाद होता है।"
444,"Other food items that are quite prominent in Bihar are, Pittha, Aaloo Bhujiya, Reshmi Kebab, Palwal ki mithai, and Puri Sabzi.","बिहार में अन्य खाद्य पदार्थ जो काफी प्रमुख हैं, वे हैं, पित्त, आलू भुजिया, रेशमी कबाब, पलवल की मिठाई और पूरी सब्जी।"
445,"People enjoy home-made recipes such as paratha, especially at breakfast, and other Punjabi foods like roti which is made from wheat, sweetcorn, or other glutenous flour with cooked vegetables or beans.","लोग घर में बनी परोसाओं जैसे पराठा, विशेष रूप से नाश्ते में, और अन्य पंजाबी खाद्य पदार्थों जैसे रोटी का आनंद लेते हैं जो गेहूँ, स्वीटकॉर्न या अन्य ग्लूटेन वाले आटे से पकी हुई सब्जियों या फलियों के साथ बनाई जाती है।"
446,Sarson da saag and dal makhani are well-known dishes among others.,सरसों दा साग और दाल मखनी अन्य व्यंजनों में प्रसिद्ध व्यंजन हैं।
447,Popular snacks include gol gappa (known as panipuri in other places).,लोकप्रिय अल्पाहार में गोल गप्पा (जिसे अन्य स्थानों पर पानीपुरी के नाम से जाना जाता है) शामिल हैं।
448,"It consists of a round, hollow puri, fried crisp and filled with a mixture of flavoured water, boiled and cubed potatoes, bengal gram beans, etc.","इसमें एक गोल, खोखली पूरी होती है, जो कुरकुरी तली हुई होती है और इसमें स्वाद वाले पानी, उबले हुए और कटे हुए आलू, चने आदि का मिश्रण भरा होता है।"
449,"Chhattisgarh cuisine is unique in nature and not found in the rest of India, although the staple food is rice, like in much of the country.","छत्तीसगढ़ का भोजन प्रकृति में अद्वितीय है और शेष भारत में नहीं पाया जाता है, हालांकि देश के अधिकांश हिस्सों की तरह मुख्य भोजन चावल है।"
450,Many Chhattisgarhi people drink liquor brewed from the mahuwa flower palm wine (tadi in rural areas).,कई छत्तीसगढ़ी लोग महुआ के फूल से बनी ताड़ी (ग्रामीण क्षेत्रों में ताड़ी) पीते हैं।
451,"Chhattisgarhi cuisines varies as per special occasions and festivals like Thethari and Khurmi, fara, gulgule bhajiya, chausela, chila, aaersa are prepared in regional festivals.","छत्तीसगढ़ी व्यंजन विशेष अवसरों और त्योहारों के अनुसार भिन्न होते हैं जैसे थेथरी और खुरमी, फरा, गुलगुले भजिया, चौसेला, चीला, क्षेत्रीय त्योहारों में आअरसा तैयार किए जाते हैं।"
452,"The tribal people of the Bastar region of Chhattisgarh eat ancestral dishes such as mushrooms, bamboo pickle, bamboo vegetables, etc.","छत्तीसगढ़ के बस्तर क्षेत्र के आदिवासी लोग मशरूम, बांस का अचार, बांस की सब्जियां आदि जैसे पैतृक व्यंजन खाते हैं।"
453,Ubadiyu is a local delicacy made of vegetables and beans with herbs.,उबादियु एक स्थानीय व्यंजन है जो सब्जियों और फलियों से जड़ी-बूटियों के साथ बनाया जाता है।
454,"The common foods include rice, roti, vegetables, river fish, and crab.","आम खाद्य पदार्थों में चावल, रोटी, सब्जियां, नदी की मछली और केकड़ा शामिल हैं।"
455,People also enjoy buttermilk and chutney made of different fruits and herbs.,लोग विभिन्न फलों और जड़ी-बूटियों से बनी छाछ और चटनी का भी आनंद लेते हैं।
456,Both native Gujarati food and traditional Portuguese food are common.,देशी गुजराती भोजन और पारंपरिक पुर्तगाली भोजन दोनों आम हैं।
457,The communities are mainly dependent on seafood.,समुदाय मुख्य रूप से समुद्री भोजन पर निर्भर हैं।
458,"Normally, rotli and tea are taken for breakfast, rotla and saak for lunch, and chokha along with saak and curry are taken for dinner.","आम तौर पर, नाश्ते में रोटी और चाय, दोपहर के भोजन में रोटला और साग और रात के भोजन में साग और करी के साथ चोखा लिया जाता है।"
459,"Some of the dishes prepared on festive occasions include puri, lapsee, potaya, dudh-plag, and dhakanu.","त्योहारी अवसरों पर तैयार किए जाने वाले कुछ व्यंजनों में पूरी, लप्सी, पोटाया, दूध-पलग और ढाकनु शामिल हैं।"
460,Delhi is noted for its street food.,दिल्ली अपने सड़क किनारे मिलने वाले खाने के लिए प्रसिद्ध है।
461,The Paranthewali Gali in Chandani Chowk is just one of the culinary landmarks for stuffed flatbread (parathas).,चांदनी चौक की परंठेवाली गली भरवां पराठे के लिए पाक कला के स्थलों में से एक है।
462,"Punjabi cuisine is common, due to the dominance of Punjabi communities.",पंजाबी समुदायों के प्रभुत्व के कारण पंजाबी व्यंजन आम हैं।
463,"Kababs, kachauri, chaat, Indian sweets, Indian ice cream (commonly called kulfi), and even Western food items like sandwiches and patties, are prepared in a style unique to Delhi and are quite popular.","कबाब, कचौरी, चाट, भारतीय मिठाइयाँ, भारतीय आइसक्रीम (जिसे आमतौर पर कुल्फी कहा जाता है), और यहाँ तक कि सैंडविच और पैटी जैसे पश्चिमी खाद्य पदार्थ भी दिल्ली की अनूठी शैली में तैयार किए जाते हैं और काफी लोकप्रिय हैं।"
464,"The area has a tropical climate, which means the spices and flavours are intense.","इस क्षेत्र में उष्णकटिबंधीय जलवायु है, जिसका अर्थ है कि मसाले और स्वाद तीव्र हैं।"
465,Use of kokum is a distinct feature of the region's cuisine.,इस क्षेत्र के भोजन में कोकम का उपयोग एक विशिष्ट विशेषता है।
466,Goan cuisine is mostly seafood and meat-based; the staple foods are rice and fish.,गोवा का भोजन ज्यादातर समुद्री भोजन और मांस आधारित है; मुख्य खाद्य पदार्थ चावल और मछली हैं।
467,"Kingfish (vison or visvan) is the most common delicacy, and others include pomfret, shark, tuna, and mackerel; these are often served with coconut milk.","किंगफिश (विज़न या विस्वैन) सबसे आम व्यंजन है, और अन्य में पोमफ्रेट, शार्क, टूना और मैकेरल शामिल हैं; इन्हें अक्सर नारियल के दूध के साथ परोसा जाता है।"
468,"Shellfish, including crabs, prawns, tiger prawns, lobster, squid, and mussels, are commonly eaten.","केकड़े, झींगे, टाइगर झींगे, झींगा मछली, स्क्विड और सीप सहित सीपियों को आमतौर पर खाया जाता है।"
469,"Bread, introduced by the Portuguese, is very popular, and is an important part of the Goan breakfast, most frequently in the form of toast.","पुर्तगालियों द्वारा पेश की गई रोटी बहुत लोकप्रिय है और गोवा के नाश्ते का एक महत्वपूर्ण हिस्सा है, जो अक्सर टोस्ट के रूप में होती है।"
470,Gujarati cuisine is primarily vegetarian.,गुजराती व्यंजन मुख्य रूप से शाकाहारी हैं।
471,"The typical Gujarati thali consists of roti (rotlii in Gujarati), daal or kadhi, rice, sabzi/shaak, papad and chaas (buttermilk).","एक विशिष्ट गुजराती थाली में रोटी (गुजराती में रोटली), दाल या कढ़ी, चावल, सब्जी/शाक, पापड़ और छाछ (छाछ) शामिल होते हैं।"
472,"Sabzi is a dish of different combinations of vegetables and spices which may be stir fried, spicy or sweet.","सब्ज़ी सब्जियों और मसालों के विभिन्न संयोजनों का एक व्यंजन है जो भूनकर, मसालेदार या मीठा हो सकता है।"
473,"Many Gujarati dishes are simultaneously sweet, salty (like handvo), and spicy.","कई गुजराती व्यंजन एक साथ मीठे, नमकीन (जैसे हैंडवो) और मसालेदार होते हैं।"
474,"In mango season, keri no ras (fresh mango pulp) is often an integral part of the meal.","आम के मौसम में, केरी का रस अक्सर भोजन का एक अभिन्न हिस्सा होता है।"
475,Spices also vary seasonally.,मसाले भी मौसमी रूप से अलग-अलग होते हैं।
476,"Gujarati snacks include sev khamani, khakhra, dal vada, methi na bhajiya, khaman, bhakharwadi and more.","गुजराती नाश्ते में सेव खमानी, खखरा, दाल वड़ा, मेथी ना भजिया, खमन, भाखरवड़ी और अन्य शामिल हैं।"
477,"Regular fasting, with diets limited to milk, dried fruit, and nuts, is a common practice.","दूध, सूखे फल और मेवों तक सीमित आहार के साथ नियमित उपवास करना एक आम प्रथा है।"
478,"Cattle being common in Haryana, dairy products are a common component of its cuisine.","हरियाणा में मवेशी आम हैं, इसलिए डेयरी उत्पाद इसके भोजन का एक आम हिस्सा हैं।"
479,"Specific regional dishes include kadhi, pakora, besan masala roti, bajra aloo roti, churma, kheer, bathua raita, methi gajar, singri ki sabzi, and tomato chutney.","विशिष्ट क्षेत्रीय व्यंजनों में कढ़ी, पकौड़ा, बेसन मसाला रोटी, बाजरा आलू रोटी, चूरमा, खीर, बथुआ रायता, मेथी गाजर, सिंगरी की सब्जी और टमाटर की चटनी शामिल हैं।"
480,"In the past, its staple diet included bajra khichdi, rabdi, onion chutney, and bajra ki roti.","अतीत में, इसके मुख्य आहार में बाजरा खिचड़ी, रबड़ी, प्याज की चटनी और बाजरा की रोटी शामिल थी।"
481,In non-vegetarian cuisine it includes kukad kadhai and chicken tikka masala.,मांसाहारी व्यंजनों में कुकड़ कढ़ाई और चिकन टिक्का मसाला शामिल हैं।
482,"Lassi, sharbat, nimbu pani and labsi (a mixture of bajra flour and lassi) are three popular non-alcoholic beverages in Haryana.","लस्सी, शरबत, नींबू पानी और लब्सी (बाजरा के आटे और लस्सी का मिश्रण) हरियाणा में तीन लोकप्रिय गैर-मादक पेय हैं।"
483,"The daily diet of Himachal people is similar to that of the rest of North India, including lentils, broth, rice, vegetables, and bread, although non-vegetarian cuisine is preferred.","हिमाचल के लोगों का दैनिक आहार शेष उत्तर भारत के समान है, जिसमें दाल, शोरबा, चावल, सब्जियां और रोटी शामिल हैं, हालांकि मांसाहारी भोजन को प्राथमिकता दी जाती है।"
484,"Some of the specialities of Himachal include sidu, patande, chukh, rajmah, and til chutney.","हिमाचल की कुछ विशिष्टताओं में सिद्धू, पटंडे, चुख, राजमा और तिल की चटनी शामिल हैं।"
485,"The most notable ingredient in Kashmiri cuisine is mutton, of which over 30 varieties are known.","कश्मीरी व्यंजनों में सबसे उल्लेखनीय घटक मटन है, जिसकी 30 से अधिक किस्में ज्ञात हैं।"
486,"Wazwan is a multicourse meal in the Kashmiri tradition, the preparation of which is considered an art.","वाज़वान कश्मीरी परंपरा में एक बहु-व्यंजन भोजन है, जिसकी तैयारी को एक कला माना जाता है।"
487,"Kashmiri pandit cuisine usually uses dahi (yogurt), oil, and spices such as turmeric, red chilli, cumin, ginger, and fennel, though they do not use onion and garlic.","कश्मीरी पंडित व्यंजन में आम तौर पर दही, तेल और हल्दी, लाल मिर्च, जीरा, अदरक और सौंफ जैसे मसालों का उपयोग किया जाता है, हालाँकि वे प्याज और लहसुन का उपयोग नहीं करते हैं।"
488,"Birayanis are quite popular, and are the speciality of Kashmir.",बिरायानी काफी लोकप्रिय हैं और कश्मीर की विशेषता हैं।
489,"The Jammu region is famous for its sund panjeeri, patisa, rajma with rice and Kalari cheese.","जम्मू क्षेत्र अपने सुंद पंजरी, पटिसा, चावल के साथ राजमा और कलारी पनीर के लिए प्रसिद्ध है।"
490,"Dogri food includes ambal (sour pumpkin dish), khatta meat, kulthein di dal, dal chawal, maa da madra (black gram lentils in yogurt) and Uriya.","कुत्ते दे भोजन च अम्बल (खट्टे कद्दू दा व्यंजन), खट्टा मास, कुल्थें दी दाल, दाल चावल, मां दा मदरा (दही च काले चने दी दाल) ते उरिया शामल न।"
491,"Many types of pickles are made including mango, kasrod, and girgle.","आम, कसौरी और गिरगले सहित कई प्रकार के अचार बनाए जाते हैं।"
492,"Street food is also famous which include various types of chaats, specially gol gappas, gulgule, chole bhature, rajma kulcha and dahi bhalla.","सड़क पर मिलने वाला खाना भी प्रसिद्ध है जिसमें विभिन्न प्रकार के चाट, विशेष रूप से गोल गप्पा, गुलगुले, छोले भटूरे, राजमा कुलचा और दही भल्ला शामिल हैं।"
493,"Staple foods in Jharkhand are rice, dal and vegetables.","झारखंड में मुख्य खाद्य पदार्थ चावल, दाल और सब्जियां हैं।"
494,"Famous dishes include chirka roti, pittha, malpua, dhuska, arsa roti and litti chokha.","प्रसिद्ध व्यंजनों में चिरका रोटी, पिठा, मालपुआ, धुस्का, अरसा रोटी और लिट्टी चोखा शामिल हैं।"
495,"Local alcoholic drinks include handia, a rice beer, and mahua daru, made from flowers of the mahua tree (Madhuca longifolia).","स्थानीय मादक पेय पदार्थों में हंडिया, चावल की बीयर और महुआ दारू शामिल हैं, जो महुआ के पेड़ (मधुका लोंगिफोलिया) के फूलों से बनाया जाता है।"
496,"Staple vegetarian meal of Karnataka is jolada rotti, palya, and anna-saaru.","कर्नाटक का मुख्य शाकाहारी भोजन जोलादा रोटी, पाल्या और अन्न-सारू है।"
497,"A number of dishes, such as idli, rava idli, Mysore masala dosa, etc., were invented here and have become popular beyond the state of Karnataka.","कई व्यंजन, जैसे कि इडली, रवा इडली, मैसूर मसाला डोसा, आदि का आविष्कार यहाँ हुआ था और ये कर्नाटक राज्य से बाहर भी लोकप्रिय हो गए हैं।"
498,"It is very common for the food to be served on a banana leaf, especially during festivals and functions.","खाद्य पदार्थों को केले के पत्ते पर परोसा जाना बहुत आम है, विशेष रूप से त्योहारों और समारोहों के दौरान।"
499,"This cuisine covers a wide spectrum of food from pure vegetarian and vegan to meats like pork, and from savouries to sweets.","इस व्यंजन में शुद्ध शाकाहारी और वीगन से लेकर सूअर के मांस जैसे मांस, और नमकीन से लेकर मिठाई तक के भोजन का एक विस्तृत स्पेक्ट्रम शामिल है।"
500,"Typical dishes include bisi bele bath, jolada rotti, badanekai yennegai, holige, kadubu, chapati, idli vada, ragi rotti, akki rotti, saaru, huli, kootu, vangibath, khara bath, kesari bhath, sajjige, neer dosa, mysoore, haal bai, chiroti, benne dose, majjige huli, ragi mudde, and uppittu.","विशिष्ट व्यंजनों में बिसी बेले बाथ, जोलादा रोटी, बादनेकाई येन्नेगई, होलिगे, कडुबु, चपाती, इडली वड़ा, रागी रोटी, अक्की रोटी, सारू, हुली, कूटु, वंगीबाथ, खारा बाथ, केसरी भात, सज्जीगे, नीर डोसा, मैसूर, हाल बाई, चिरोती, बेन्ने डोसे, मज्जीगे हुली, रागी मुड्डे और उप्पिट्टू शामिल हैं।"
501,"The Kodagu district is known for spicy pork curries, while coastal Karnataka specialises in seafood.","कोडागु जिला मसालेदार सूअर के मांस की करी के लिए जाना जाता है, जबकि तटीय कर्नाटक समुद्री भोजन में विशेषज्ञता रखता है।"
502,"The coastal districts of Dakshina Kannada and Udupi have slightly varying cuisines, which make extensive use of coconut in curries and frequently include seafood.","दक्षिण कन्नड़ और उडुपी के तटीय जिलों में थोड़ा अलग-अलग व्यंजन हैं, जो करी में नारियल का व्यापक उपयोग करते हैं और अक्सर समुद्री भोजन शामिल करते हैं।"
503,Contemporary Kerala food includes vegetarian and non-vegetarian dishes.,समकालीन केरल के भोजन में शाकाहारी और मांसाहारी व्यंजन शामिल हैं।
504,"Fish and seafood play a major role in Kerala cuisine, as Kerala is a coastal state.","केरल के व्यंजनों में मछली और समुद्री भोजन की प्रमुख भूमिका है, क्योंकि केरल एक तटीय राज्य है।"
505,"An everyday Kerala meal in most households consists of rice with fish curry made of sardines, mackerel, seer fish, king fish, pomfret, prawns, shrimp, sole, anchovy, or parrotfish, and vegetable curry and stir-fried vegetables with or without coconut traditionally known as thoran or mizhukkupiratti.","अधिकांश घरों में केरल के रोजमर्रा के भोजन में चावल के साथ सार्डिन, मैकेरल, सीर मछली, किंग मछली, पोमफ्रेट, झींगा, झींगा, सोल, एंकोवी या तोते मछली से बनी मछली करी और सब्जी करी और नारियल के साथ या बिना तले हुए सब्जियों के साथ पारंपरिक रूप से तोरण या मिझुक्कुपिराट्टी के रूप में जाना जाता है।"
