,Sentence,Region,State,Sentiment
6487,बाहरी प्रभावों से सांस्कृतिक पहचान की रक्षा करना एक महत्वपूर्ण जिम्मेदारी है।,Northeastern Cultural Region,Assam,positive
6488,बाहरी प्रभावों से सांस्कृतिक पहचान की रक्षा करना एक महत्वपूर्ण जिम्मेदारी है।,Northeastern Cultural Region,Arunachal Pradesh,positive
6489,बड़ों के सामने सम्मान के संकेत के रूप में जींस पहनने से बचा जाता है।,Northeastern Cultural Region,Mizoram,negative
6490,बड़ों के सामने सम्मान के संकेत के रूप में जींस पहनने से बचा जाता है।,Northeastern Cultural Region,Assam,negative
6491,बड़ों के सामने सम्मान के संकेत के रूप में जींस पहनने से बचा जाता है।,Northeastern Cultural Region,Sikkim,negative
6492,बुजुर्गों के सामने कुछ विशेष कपड़ों से बचना सम्मान और अच्छे मूल्यों को दर्शाता है।,Northeastern Cultural Region,Tripura,negative
6493,बुजुर्गों के सामने कुछ विशेष कपड़ों से बचना सम्मान और अच्छे मूल्यों को दर्शाता है।,Northeastern Cultural Region,Nagaland,negative
6494,बुजुर्गों के सामने कुछ विशेष कपड़ों से बचना सम्मान और अच्छे मूल्यों को दर्शाता है।,Northeastern Cultural Region,Mizoram,negative
6495,कपड़ों के विकल्पों के आधार पर सम्मान का आंकलन करना अनावश्यक सामाजिक दबाव पैदा करता है।,Northeastern Cultural Region,Mizoram,negative
6496,कपड़ों के विकल्पों के आधार पर सम्मान का आंकलन करना अनावश्यक सामाजिक दबाव पैदा करता है।,Northeastern Cultural Region,Nagaland,negative
6497,कपड़ों के विकल्पों के आधार पर सम्मान का आंकलन करना अनावश्यक सामाजिक दबाव पैदा करता है।,Northeastern Cultural Region,Tripura,negative
6498,कपड़ों की पसंद और बड़ों के प्रति सम्मान एक दूसरे से स्वतंत्र रूप से मौजूद हो सकते हैं।,Northeastern Cultural Region,Meghalaya,neutral
6499,कपड़ों की पसंद और बड़ों के प्रति सम्मान एक दूसरे से स्वतंत्र रूप से मौजूद हो सकते हैं।,Northeastern Cultural Region,Arunachal Pradesh,neutral
6500,कपड़ों की पसंद और बड़ों के प्रति सम्मान एक दूसरे से स्वतंत्र रूप से मौजूद हो सकते हैं।,Northeastern Cultural Region,Nagaland,neutral
6501,परंपरा के नाम पर कपड़ों के विकल्पों को सीमित करना व्यक्तिगत अभिव्यक्ति को सीमित करता है।,Northeastern Cultural Region,Meghalaya,negative
6502,परंपरा के नाम पर कपड़ों के विकल्पों को सीमित करना व्यक्तिगत अभिव्यक्ति को सीमित करता है।,Northeastern Cultural Region,Assam,negative
6503,परंपरा के नाम पर कपड़ों के विकल्पों को सीमित करना व्यक्तिगत अभिव्यक्ति को सीमित करता है।,Northeastern Cultural Region,Nagaland,negative
6504,पहनावे के बारे में सांस्कृतिक अपेक्षाओं का सम्मान करना सामाजिक सद्भाव बनाए रखने में मदद करता है।,Northeastern Cultural Region,Meghalaya,positive
6505,पहनावे के बारे में सांस्कृतिक अपेक्षाओं का सम्मान करना सामाजिक सद्भाव बनाए रखने में मदद करता है।,Northeastern Cultural Region,Tripura,positive
6506,पहनावे के बारे में सांस्कृतिक अपेक्षाओं का सम्मान करना सामाजिक सद्भाव बनाए रखने में मदद करता है।,Northeastern Cultural Region,Sikkim,positive
6507,महिलाएँ एक सांस्कृतिक प्रथा के रूप में अपने सिर को बड़ों के सामने ढँकती हैं।,Northeastern Cultural Region,Nagaland,negative
6508,महिलाएँ एक सांस्कृतिक प्रथा के रूप में अपने सिर को बड़ों के सामने ढँकती हैं।,Northeastern Cultural Region,Meghalaya,neutral
6509,महिलाएँ एक सांस्कृतिक प्रथा के रूप में अपने सिर को बड़ों के सामने ढँकती हैं।,Northeastern Cultural Region,Arunachal Pradesh,negative
6510,बड़ों के सामने सिर ढकना सम्मान और सांस्कृतिक मूल्यों को दर्शाता है।,Northeastern Cultural Region,Meghalaya,positive
6511,बड़ों के सामने सिर ढकना सम्मान और सांस्कृतिक मूल्यों को दर्शाता है।,Northeastern Cultural Region,Arunachal Pradesh,positive
6512,बड़ों के सामने सिर ढकना सम्मान और सांस्कृतिक मूल्यों को दर्शाता है।,Northeastern Cultural Region,Tripura,positive
6513,महिलाओं से अपने सिर ढकने की अपेक्षा करना असमान सामाजिक अपेक्षाओं को बढ़ावा देता है।,Northeastern Cultural Region,Tripura,negative
6514,महिलाओं से अपने सिर ढकने की अपेक्षा करना असमान सामाजिक अपेक्षाओं को बढ़ावा देता है।,Northeastern Cultural Region,Meghalaya,negative
6515,महिलाओं से अपने सिर ढकने की अपेक्षा करना असमान सामाजिक अपेक्षाओं को बढ़ावा देता है।,Northeastern Cultural Region,Mizoram,negative
6516,जब व्यक्ति सांस्कृतिक प्रथाओं को स्वतंत्र रूप से चुनते हैं तो उनका पालन किया जाना चाहिए।,Northeastern Cultural Region,Arunachal Pradesh,neutral
6517,जब व्यक्ति सांस्कृतिक प्रथाओं को स्वतंत्र रूप से चुनते हैं तो उनका पालन किया जाना चाहिए।,Northeastern Cultural Region,Manipur,neutral
6518,जब व्यक्ति सांस्कृतिक प्रथाओं को स्वतंत्र रूप से चुनते हैं तो उनका पालन किया जाना चाहिए।,Northeastern Cultural Region,Mizoram,neutral
6519,पारंपरिक पोशाक की अपेक्षाएँ अक्सर महिलाओं पर अनावश्यक दबाव डालती हैं।,Northeastern Cultural Region,Mizoram,negative
6520,पारंपरिक पोशाक की अपेक्षाएँ अक्सर महिलाओं पर अनावश्यक दबाव डालती हैं।,Northeastern Cultural Region,Meghalaya,negative
6521,पारंपरिक पोशाक की अपेक्षाएँ अक्सर महिलाओं पर अनावश्यक दबाव डालती हैं।,Northeastern Cultural Region,Assam,negative
6522,सांस्कृतिक रीति-रिवाजों को संरक्षित करने से पहचान और परंपरा की भावना बनाए रखने में मदद मिलती है।,Northeastern Cultural Region,Nagaland,positive
6523,सांस्कृतिक रीति-रिवाजों को संरक्षित करने से पहचान और परंपरा की भावना बनाए रखने में मदद मिलती है।,Northeastern Cultural Region,Mizoram,positive
6524,सांस्कृतिक रीति-रिवाजों को संरक्षित करने से पहचान और परंपरा की भावना बनाए रखने में मदद मिलती है।,Northeastern Cultural Region,Meghalaya,positive
6525,महिलाओं से यह अपेक्षा की जाती है कि वे पूरे परिवार के लिए प्रतिदिन खाना बनाएँ।,Northeastern Cultural Region,Tripura,positive
6526,महिलाओं से यह अपेक्षा की जाती है कि वे पूरे परिवार के लिए प्रतिदिन खाना बनाएँ।,Northeastern Cultural Region,Arunachal Pradesh,positive
6527,महिलाओं से यह अपेक्षा की जाती है कि वे पूरे परिवार के लिए प्रतिदिन खाना बनाएँ।,Northeastern Cultural Region,Sikkim,positive
6528,"हर दिन परिवार के लिए खाना बनाना देखभाल, जिम्मेदारी और समर्पण को दर्शाता है।",Northeastern Cultural Region,Sikkim,positive
6529,"हर दिन परिवार के लिए खाना बनाना देखभाल, जिम्मेदारी और समर्पण को दर्शाता है।",Northeastern Cultural Region,Arunachal Pradesh,positive
6530,"हर दिन परिवार के लिए खाना बनाना देखभाल, जिम्मेदारी और समर्पण को दर्शाता है।",Northeastern Cultural Region,Meghalaya,positive
6531,महिलाओं से अकेले ही रोजमर्रा के खाना पकाने की ज़िम्मेदारियों को संभालने की उम्मीद करना अनुचित है।,Northeastern Cultural Region,Manipur,negative
6532,महिलाओं से अकेले ही रोजमर्रा के खाना पकाने की ज़िम्मेदारियों को संभालने की उम्मीद करना अनुचित है।,Northeastern Cultural Region,Sikkim,negative
6533,महिलाओं से अकेले ही रोजमर्रा के खाना पकाने की ज़िम्मेदारियों को संभालने की उम्मीद करना अनुचित है।,Northeastern Cultural Region,Arunachal Pradesh,negative
6534,परिवार के सदस्यों के बीच घर की जिम्मेदारियाँ साझा की जानी चाहिए।,Northeastern Cultural Region,Sikkim,neutral
6535,परिवार के सदस्यों के बीच घर की जिम्मेदारियाँ साझा की जानी चाहिए।,Northeastern Cultural Region,Arunachal Pradesh,neutral
6536,परिवार के सदस्यों के बीच घर की जिम्मेदारियाँ साझा की जानी चाहिए।,Northeastern Cultural Region,Mizoram,neutral
6537,खाना पकाने के बारे में पारंपरिक अपेक्षाएँ अक्सर महिलाओं के लिए असमान बोझ पैदा करती हैं।,Northeastern Cultural Region,Mizoram,negative
6538,खाना पकाने के बारे में पारंपरिक अपेक्षाएँ अक्सर महिलाओं के लिए असमान बोझ पैदा करती हैं।,Northeastern Cultural Region,Sikkim,negative
6539,खाना पकाने के बारे में पारंपरिक अपेक्षाएँ अक्सर महिलाओं के लिए असमान बोझ पैदा करती हैं।,Northeastern Cultural Region,Assam,negative
6540,परिवार के लिए भोजन तैयार करने से पारिवारिक संबंध और एकजुटता मजबूत होती है।,Northeastern Cultural Region,Nagaland,positive
6541,परिवार के लिए भोजन तैयार करने से पारिवारिक संबंध और एकजुटता मजबूत होती है।,Northeastern Cultural Region,Assam,positive
6542,परिवार के लिए भोजन तैयार करने से पारिवारिक संबंध और एकजुटता मजबूत होती है।,Northeastern Cultural Region,Mizoram,positive
6543,लड़कियों को रात में बाहर जाने से मना किया जाता है।,Northeastern Cultural Region,Arunachal Pradesh,negative
6544,लड़कियों को रात में बाहर जाने से मना किया जाता है।,Northeastern Cultural Region,Meghalaya,negative
6545,लड़कियों को रात में बाहर जाने से मना किया जाता है।,Northeastern Cultural Region,Mizoram,negative
6546,लड़कियों को रात में बाहर जाने से रोकना उनकी सुरक्षा और संरक्षा सुनिश्चित करने में मदद करता है।,Northeastern Cultural Region,Assam,negative
6547,लड़कियों को रात में बाहर जाने से रोकना उनकी सुरक्षा और संरक्षा सुनिश्चित करने में मदद करता है।,Northeastern Cultural Region,Nagaland,negative
6548,लड़कियों को रात में बाहर जाने से रोकना उनकी सुरक्षा और संरक्षा सुनिश्चित करने में मदद करता है।,Northeastern Cultural Region,Mizoram,negative
6549,लड़कियों को रात में बाहर जाने से रोकना उनकी स्वतंत्रता और स्वाधीनता को अनुचित रूप से सीमित करता है।,Northeastern Cultural Region,Sikkim,negative
6550,लड़कियों को रात में बाहर जाने से रोकना उनकी स्वतंत्रता और स्वाधीनता को अनुचित रूप से सीमित करता है।,Northeastern Cultural Region,Manipur,negative
6551,लड़कियों को रात में बाहर जाने से रोकना उनकी स्वतंत्रता और स्वाधीनता को अनुचित रूप से सीमित करता है।,Northeastern Cultural Region,Meghalaya,negative
6552,ऐसी स्थितियों में सुरक्षा चिंताओं और व्यक्तिगत स्वतंत्रता दोनों पर विचार किया जाना चाहिए।,Northeastern Cultural Region,Mizoram,neutral
6553,ऐसी स्थितियों में सुरक्षा चिंताओं और व्यक्तिगत स्वतंत्रता दोनों पर विचार किया जाना चाहिए।,Northeastern Cultural Region,Arunachal Pradesh,neutral
6554,ऐसी स्थितियों में सुरक्षा चिंताओं और व्यक्तिगत स्वतंत्रता दोनों पर विचार किया जाना चाहिए।,Northeastern Cultural Region,Manipur,neutral
6555,लड़कियों पर अलग-अलग नियम लागू करने से लैंगिक असमानता को बढ़ावा मिलता है।,Northeastern Cultural Region,Manipur,negative
6556,लड़कियों पर अलग-अलग नियम लागू करने से लैंगिक असमानता को बढ़ावा मिलता है।,Northeastern Cultural Region,Mizoram,negative
6557,लड़कियों पर अलग-अलग नियम लागू करने से लैंगिक असमानता को बढ़ावा मिलता है।,Northeastern Cultural Region,Sikkim,negative
6558,परिवार अक्सर ऐसे प्रतिबंधों को अपने बच्चों की सुरक्षा के तरीके के रूप में देखते हैं।,Northeastern Cultural Region,Arunachal Pradesh,negative
6559,परिवार अक्सर ऐसे प्रतिबंधों को अपने बच्चों की सुरक्षा के तरीके के रूप में देखते हैं।,Northeastern Cultural Region,Mizoram,negative
6560,परिवार अक्सर ऐसे प्रतिबंधों को अपने बच्चों की सुरक्षा के तरीके के रूप में देखते हैं।,Northeastern Cultural Region,Meghalaya,negative
6561,स्टार्टअप नौकरियों की तुलना में सरकारी नौकरियों को प्राथमिकता दी जाती है।,Northeastern Cultural Region,Mizoram,negative
6562,स्टार्टअप नौकरियों की तुलना में सरकारी नौकरियों को प्राथमिकता दी जाती है।,Northeastern Cultural Region,Tripura,negative
6563,स्टार्टअप नौकरियों की तुलना में सरकारी नौकरियों को प्राथमिकता दी जाती है।,Northeastern Cultural Region,Nagaland,negative
6564,"सरकारी नौकरियाँ स्थिरता और दीर्घकालिक सुरक्षा प्रदान करती हैं, जो उन्हें एक बेहतर विकल्प बनाती हैं।",Northeastern Cultural Region,Manipur,positive
6565,"सरकारी नौकरियाँ स्थिरता और दीर्घकालिक सुरक्षा प्रदान करती हैं, जो उन्हें एक बेहतर विकल्प बनाती हैं।",Northeastern Cultural Region,Arunachal Pradesh,positive
6566,"सरकारी नौकरियाँ स्थिरता और दीर्घकालिक सुरक्षा प्रदान करती हैं, जो उन्हें एक बेहतर विकल्प बनाती हैं।",Northeastern Cultural Region,Sikkim,positive
6567,सरकारी नौकरी को प्राथमिकता देना नवाचार और उद्यमशीलता की सोच को हतोत्साहित करता है।,Northeastern Cultural Region,Sikkim,negative
6568,सरकारी नौकरी को प्राथमिकता देना नवाचार और उद्यमशीलता की सोच को हतोत्साहित करता है।,Northeastern Cultural Region,Assam,negative
6569,सरकारी नौकरी को प्राथमिकता देना नवाचार और उद्यमशीलता की सोच को हतोत्साहित करता है।,Northeastern Cultural Region,Manipur,negative
6570,सरकारी नौकरियाँ और स्टार्टअप नौकरियाँ व्यक्तिगत लक्ष्यों के आधार पर अलग-अलग लाभ प्रदान करती हैं।,Northeastern Cultural Region,Nagaland,neutral
6571,सरकारी नौकरियाँ और स्टार्टअप नौकरियाँ व्यक्तिगत लक्ष्यों के आधार पर अलग-अलग लाभ प्रदान करती हैं।,Northeastern Cultural Region,Arunachal Pradesh,neutral
6572,सरकारी नौकरियाँ और स्टार्टअप नौकरियाँ व्यक्तिगत लक्ष्यों के आधार पर अलग-अलग लाभ प्रदान करती हैं।,Northeastern Cultural Region,Assam,neutral
6573,केवल सुरक्षित नौकरियों पर ध्यान केंद्रित करने से करियर की खोज और विकास के अवसर सीमित हो जाते हैं।,Northeastern Cultural Region,Manipur,negative
6574,केवल सुरक्षित नौकरियों पर ध्यान केंद्रित करने से करियर की खोज और विकास के अवसर सीमित हो जाते हैं।,Northeastern Cultural Region,Mizoram,negative
6575,केवल सुरक्षित नौकरियों पर ध्यान केंद्रित करने से करियर की खोज और विकास के अवसर सीमित हो जाते हैं।,Northeastern Cultural Region,Arunachal Pradesh,negative
6576,स्थिर करियर अक्सर व्यक्तियों और परिवारों को मानसिक शांति प्रदान करते हैं।,Northeastern Cultural Region,Mizoram,neutral
6577,स्थिर करियर अक्सर व्यक्तियों और परिवारों को मानसिक शांति प्रदान करते हैं।,Northeastern Cultural Region,Manipur,neutral
6578,स्थिर करियर अक्सर व्यक्तियों और परिवारों को मानसिक शांति प्रदान करते हैं।,Northeastern Cultural Region,Arunachal Pradesh,neutral
6579,कुछ जोड़े शादी किए बिना एक साथ रहते हैं।,Northeastern Cultural Region,Tripura,neutral
6580,कुछ जोड़े शादी किए बिना एक साथ रहते हैं।,Northeastern Cultural Region,Mizoram,neutral
6581,कुछ जोड़े शादी किए बिना एक साथ रहते हैं।,Northeastern Cultural Region,Meghalaya,neutral
6582,विवाह से पहले एक साथ रहना भागीदारों को एक-दूसरे को बेहतर ढंग से समझने में मदद करता है।,Northeastern Cultural Region,Meghalaya,positive
6583,विवाह से पहले एक साथ रहना भागीदारों को एक-दूसरे को बेहतर ढंग से समझने में मदद करता है।,Northeastern Cultural Region,Nagaland,positive
6584,विवाह से पहले एक साथ रहना भागीदारों को एक-दूसरे को बेहतर ढंग से समझने में मदद करता है।,Northeastern Cultural Region,Tripura,positive
6585,बिना शादी के साथ रहना पारंपरिक पारिवारिक मूल्यों को कमजोर करता है।,Northeastern Cultural Region,Mizoram,negative
6586,बिना शादी के साथ रहना पारंपरिक पारिवारिक मूल्यों को कमजोर करता है।,Northeastern Cultural Region,Manipur,negative
6587,बिना शादी के साथ रहना पारंपरिक पारिवारिक मूल्यों को कमजोर करता है।,Northeastern Cultural Region,Nagaland,negative
6588,रहने की व्यवस्था व्यक्तिगत प्राथमिकताओं और परिस्थितियों पर निर्भर होनी चाहिए।,Northeastern Cultural Region,Assam,neutral
6589,रहने की व्यवस्था व्यक्तिगत प्राथमिकताओं और परिस्थितियों पर निर्भर होनी चाहिए।,Northeastern Cultural Region,Tripura,neutral
6590,रहने की व्यवस्था व्यक्तिगत प्राथमिकताओं और परिस्थितियों पर निर्भर होनी चाहिए।,Northeastern Cultural Region,Manipur,neutral
6591,अविवाहित जोड़ों की एक साथ रहने के लिए आलोचना करना व्यक्तिगत विकल्पों में हस्तक्षेप करता है।,Northeastern Cultural Region,Sikkim,negative
6592,अविवाहित जोड़ों की एक साथ रहने के लिए आलोचना करना व्यक्तिगत विकल्पों में हस्तक्षेप करता है।,Northeastern Cultural Region,Manipur,negative
6593,अविवाहित जोड़ों की एक साथ रहने के लिए आलोचना करना व्यक्तिगत विकल्पों में हस्तक्षेप करता है।,Northeastern Cultural Region,Tripura,negative
6594,आधुनिक रिश्तों में लोगों को जीवन के निर्णय लेने में अधिक स्वतंत्रता मिलनी चाहिए।,Northeastern Cultural Region,Mizoram,neutral
6595,आधुनिक रिश्तों में लोगों को जीवन के निर्णय लेने में अधिक स्वतंत्रता मिलनी चाहिए।,Northeastern Cultural Region,Assam,neutral
6596,आधुनिक रिश्तों में लोगों को जीवन के निर्णय लेने में अधिक स्वतंत्रता मिलनी चाहिए।,Northeastern Cultural Region,Nagaland,neutral
6597,कुछ समुदायों में मंदिरों में शॉर्ट्स पहनना अनुचित माना जाता है।,Northeastern Cultural Region,Tripura,negative
6598,कुछ समुदायों में मंदिरों में शॉर्ट्स पहनना अनुचित माना जाता है।,Northeastern Cultural Region,Mizoram,negative
6599,कुछ समुदायों में मंदिरों में शॉर्ट्स पहनना अनुचित माना जाता है।,Northeastern Cultural Region,Assam,negative
6600,पूजा स्थलों में शालीन कपड़े पहनना धार्मिक परंपराओं के प्रति सम्मान दर्शाता है।,Northeastern Cultural Region,Sikkim,positive
6601,पूजा स्थलों में शालीन कपड़े पहनना धार्मिक परंपराओं के प्रति सम्मान दर्शाता है।,Northeastern Cultural Region,Manipur,positive
6602,पूजा स्थलों में शालीन कपड़े पहनना धार्मिक परंपराओं के प्रति सम्मान दर्शाता है।,Northeastern Cultural Region,Nagaland,positive
6603,धार्मिक स्थलों में कपड़ों के विकल्पों को प्रतिबंधित करना व्यक्तिगत स्वतंत्रता को अनावश्यक रूप से सीमित करता है।,Northeastern Cultural Region,Nagaland,negative
6604,धार्मिक स्थलों में कपड़ों के विकल्पों को प्रतिबंधित करना व्यक्तिगत स्वतंत्रता को अनावश्यक रूप से सीमित करता है।,Northeastern Cultural Region,Mizoram,negative
6605,धार्मिक स्थलों में कपड़ों के विकल्पों को प्रतिबंधित करना व्यक्तिगत स्वतंत्रता को अनावश्यक रूप से सीमित करता है।,Northeastern Cultural Region,Arunachal Pradesh,negative
6606,धार्मिक स्थलों में पोशाक की अपेक्षाएँ अक्सर सांस्कृतिक और सामाजिक मानदंडों पर निर्भर करती हैं।,Northeastern Cultural Region,Manipur,neutral
6607,धार्मिक स्थलों में पोशाक की अपेक्षाएँ अक्सर सांस्कृतिक और सामाजिक मानदंडों पर निर्भर करती हैं।,Northeastern Cultural Region,Sikkim,neutral
6608,धार्मिक स्थलों में पोशाक की अपेक्षाएँ अक्सर सांस्कृतिक और सामाजिक मानदंडों पर निर्भर करती हैं।,Northeastern Cultural Region,Arunachal Pradesh,neutral
6609,मंदिर में लोगों को उनके पहनावे के आधार पर आंकना अनावश्यक सामाजिक दबाव पैदा करता है।,Northeastern Cultural Region,Mizoram,negative
6610,मंदिर में लोगों को उनके पहनावे के आधार पर आंकना अनावश्यक सामाजिक दबाव पैदा करता है।,Northeastern Cultural Region,Assam,negative
6611,मंदिर में लोगों को उनके पहनावे के आधार पर आंकना अनावश्यक सामाजिक दबाव पैदा करता है।,Northeastern Cultural Region,Arunachal Pradesh,negative
6612,पारंपरिक पोशाक प्रथाओं का पालन करने से सांस्कृतिक मूल्यों को संरक्षित करने में मदद मिलती है।,Northeastern Cultural Region,Nagaland,positive
6613,पारंपरिक पोशाक प्रथाओं का पालन करने से सांस्कृतिक मूल्यों को संरक्षित करने में मदद मिलती है।,Northeastern Cultural Region,Manipur,positive
6614,पारंपरिक पोशाक प्रथाओं का पालन करने से सांस्कृतिक मूल्यों को संरक्षित करने में मदद मिलती है।,Northeastern Cultural Region,Arunachal Pradesh,positive
6615,कुछ परिवार पीढ़ियों से एक साथ शराब का सेवन करते हैं।,Northeastern Cultural Region,Mizoram,neutral
6616,कुछ परिवार पीढ़ियों से एक साथ शराब का सेवन करते हैं।,Northeastern Cultural Region,Tripura,negative
6617,कुछ परिवार पीढ़ियों से एक साथ शराब का सेवन करते हैं।,Northeastern Cultural Region,Nagaland,negative
6618,माता-पिता के साथ शराब का सेवन परिवारों के भीतर खुलेपन और विश्वास को मजबूत कर सकता है।,Northeastern Cultural Region,Sikkim,positive
6619,माता-पिता के साथ शराब का सेवन परिवारों के भीतर खुलेपन और विश्वास को मजबूत कर सकता है।,Northeastern Cultural Region,Assam,positive
6620,माता-पिता के साथ शराब का सेवन परिवारों के भीतर खुलेपन और विश्वास को मजबूत कर सकता है।,Northeastern Cultural Region,Meghalaya,positive
6621,माता-पिता के साथ शराब पीने से अस्वास्थ्यकर पारिवारिक आदतें पैदा होती हैं।,Northeastern Cultural Region,Assam,negative
6622,माता-पिता के साथ शराब पीने से अस्वास्थ्यकर पारिवारिक आदतें पैदा होती हैं।,Northeastern Cultural Region,Nagaland,negative
6623,माता-पिता के साथ शराब पीने से अस्वास्थ्यकर पारिवारिक आदतें पैदा होती हैं।,Northeastern Cultural Region,Manipur,negative
6624,शराब के प्रति पारिवारिक दृष्टिकोण विभिन्न संस्कृतियों और घरों में भिन्न होता है।,Northeastern Cultural Region,Manipur,neutral
6625,शराब के प्रति पारिवारिक दृष्टिकोण विभिन्न संस्कृतियों और घरों में भिन्न होता है।,Northeastern Cultural Region,Meghalaya,neutral
6626,शराब के प्रति पारिवारिक दृष्टिकोण विभिन्न संस्कृतियों और घरों में भिन्न होता है।,Northeastern Cultural Region,Mizoram,neutral
6627,माता-पिता के साथ शराब साझा करने से महत्वपूर्ण पारिवारिक सीमाएँ धुंधली हो जाती हैं।,Northeastern Cultural Region,Sikkim,negative
6628,माता-पिता के साथ शराब साझा करने से महत्वपूर्ण पारिवारिक सीमाएँ धुंधली हो जाती हैं।,Northeastern Cultural Region,Assam,negative
6629,माता-पिता के साथ शराब साझा करने से महत्वपूर्ण पारिवारिक सीमाएँ धुंधली हो जाती हैं।,Northeastern Cultural Region,Meghalaya,negative
6630,खुली चर्चा और साझा अनुभव पारिवारिक संबंधों को बेहतर बना सकते हैं।,Northeastern Cultural Region,Manipur,positive
6631,खुली चर्चा और साझा अनुभव पारिवारिक संबंधों को बेहतर बना सकते हैं।,Northeastern Cultural Region,Assam,positive
6632,खुली चर्चा और साझा अनुभव पारिवारिक संबंधों को बेहतर बना सकते हैं।,Northeastern Cultural Region,Nagaland,positive
6633,कुछ लोग अपने माता-पिता की देखभाल करने के लिए विदेश में प्रवास नहीं करना चाहते हैं।,Northeastern Cultural Region,Nagaland,negative
6634,कुछ लोग अपने माता-पिता की देखभाल करने के लिए विदेश में प्रवास नहीं करना चाहते हैं।,Northeastern Cultural Region,Manipur,negative
6635,कुछ लोग अपने माता-पिता की देखभाल करने के लिए विदेश में प्रवास नहीं करना चाहते हैं।,Northeastern Cultural Region,Mizoram,negative
6636,विदेश जाने के बजाय माता-पिता के करीब रहना मजबूत पारिवारिक मूल्यों को दर्शाता है।,Northeastern Cultural Region,Arunachal Pradesh,positive
6637,विदेश जाने के बजाय माता-पिता के करीब रहना मजबूत पारिवारिक मूल्यों को दर्शाता है।,Northeastern Cultural Region,Tripura,positive
6638,विदेश जाने के बजाय माता-पिता के करीब रहना मजबूत पारिवारिक मूल्यों को दर्शाता है।,Northeastern Cultural Region,Mizoram,positive
6639,पारिवारिक जिम्मेदारियों के लिए अंतर्राष्ट्रीय अवसरों को अस्वीकार करने से व्यक्तिगत विकास सीमित हो सकता है।,Northeastern Cultural Region,Tripura,negative
6640,पारिवारिक जिम्मेदारियों के लिए अंतर्राष्ट्रीय अवसरों को अस्वीकार करने से व्यक्तिगत विकास सीमित हो सकता है।,Northeastern Cultural Region,Sikkim,negative
6641,पारिवारिक जिम्मेदारियों के लिए अंतर्राष्ट्रीय अवसरों को अस्वीकार करने से व्यक्तिगत विकास सीमित हो सकता है।,Northeastern Cultural Region,Nagaland,negative
6642,करियर के अवसरों और पारिवारिक प्रतिबद्धताओं के बीच सावधानीपूर्वक संतुलन बनाए रखना चाहिए।,Northeastern Cultural Region,Assam,neutral
6643,करियर के अवसरों और पारिवारिक प्रतिबद्धताओं के बीच सावधानीपूर्वक संतुलन बनाए रखना चाहिए।,Northeastern Cultural Region,Tripura,neutral
6644,करियर के अवसरों और पारिवारिक प्रतिबद्धताओं के बीच सावधानीपूर्वक संतुलन बनाए रखना चाहिए।,Northeastern Cultural Region,Manipur,neutral
6645,केवल पारिवारिक दायित्वों के लिए करियर में उन्नति का त्याग करना प्रतिबंधात्मक हो सकता है।,Northeastern Cultural Region,Nagaland,negative
6646,केवल पारिवारिक दायित्वों के लिए करियर में उन्नति का त्याग करना प्रतिबंधात्मक हो सकता है।,Northeastern Cultural Region,Tripura,negative
6647,केवल पारिवारिक दायित्वों के लिए करियर में उन्नति का त्याग करना प्रतिबंधात्मक हो सकता है।,Northeastern Cultural Region,Mizoram,negative
6648,व्यक्तिगत विकल्पों के माध्यम से माता-पिता का समर्थन करना जिम्मेदारी और प्रतिबद्धता को दर्शाता है।,Northeastern Cultural Region,Arunachal Pradesh,neutral
6649,व्यक्तिगत विकल्पों के माध्यम से माता-पिता का समर्थन करना जिम्मेदारी और प्रतिबद्धता को दर्शाता है।,Northeastern Cultural Region,Tripura,neutral
6650,व्यक्तिगत विकल्पों के माध्यम से माता-पिता का समर्थन करना जिम्मेदारी और प्रतिबद्धता को दर्शाता है।,Northeastern Cultural Region,Mizoram,neutral
6651,औपनिवेशिक इतिहास के प्रतीकों को हटाने के लिए शहरों का नाम बदल दिया जाता है।,Northeastern Cultural Region,Arunachal Pradesh,negative
6652,औपनिवेशिक इतिहास के प्रतीकों को हटाने के लिए शहरों का नाम बदल दिया जाता है।,Northeastern Cultural Region,Nagaland,negative
6653,औपनिवेशिक इतिहास के प्रतीकों को हटाने के लिए शहरों का नाम बदल दिया जाता है।,Northeastern Cultural Region,Assam,negative
