,Sentence,Region,State,Sentiment
7480,"इसे आम तौर पर बारीक पिसी हुई पकी हुई रोटियों, चीनी और घी के मिश्रण, चूरमा के साथ पूरक किया जाता है।",Northern Cultural Region,Delhi,positive
7481,"इसे आम तौर पर बारीक पिसी हुई पकी हुई रोटियों, चीनी और घी के मिश्रण, चूरमा के साथ पूरक किया जाता है।",Northern Cultural Region,Himachal Pradesh,positive
7482,"उनके आहार में शिकार का मांस शामिल था और लाल मांस, सफेद मांस, खड़ खरगोश और जंगली मांस जैसे व्यंजन पैदा हुए।",Northern Cultural Region,Himachal Pradesh,negative
7483,"उनके आहार में शिकार का मांस शामिल था और लाल मांस, सफेद मांस, खड़ खरगोश और जंगली मांस जैसे व्यंजन पैदा हुए।",Northern Cultural Region,Chandigarh,negative
7484,"उनके आहार में शिकार का मांस शामिल था और लाल मांस, सफेद मांस, खड़ खरगोश और जंगली मांस जैसे व्यंजन पैदा हुए।",Northern Cultural Region,Uttar Pradesh,negative
7485,नेपाली शैली की दाल भात सिक्किम में लोकप्रिय है।,Northern Cultural Region,Chandigarh,positive
7486,नेपाली शैली की दाल भात सिक्किम में लोकप्रिय है।,Northern Cultural Region,Jammu and Kashmir,negative
7487,नेपाली शैली की दाल भात सिक्किम में लोकप्रिय है।,Northern Cultural Region,Haryana,neutral
7488,चावल इस क्षेत्र का मुख्य भोजन है और मांस और दुग्ध उत्पाद भी व्यापक रूप से खाए जाते हैं।,Northern Cultural Region,Ladakh,neutral
7489,चावल इस क्षेत्र का मुख्य भोजन है और मांस और दुग्ध उत्पाद भी व्यापक रूप से खाए जाते हैं।,Northern Cultural Region,Uttarakhand,neutral
7490,चावल इस क्षेत्र का मुख्य भोजन है और मांस और दुग्ध उत्पाद भी व्यापक रूप से खाए जाते हैं।,Northern Cultural Region,Delhi,neutral
7491,"सदियों से, पारंपरिक किण्वित खाद्य पदार्थ और पेय पदार्थ स्थानीय आहार का लगभग 20 प्रतिशत हिस्सा रहे हैं।",Northern Cultural Region,Jammu and Kashmir,positive
7492,"सदियों से, पारंपरिक किण्वित खाद्य पदार्थ और पेय पदार्थ स्थानीय आहार का लगभग 20 प्रतिशत हिस्सा रहे हैं।",Northern Cultural Region,Himachal Pradesh,positive
7493,"सदियों से, पारंपरिक किण्वित खाद्य पदार्थ और पेय पदार्थ स्थानीय आहार का लगभग 20 प्रतिशत हिस्सा रहे हैं।",Northern Cultural Region,Ladakh,positive
7494,"ऊंचाई के आधार पर, बाजरा, गेहूं, कुट्टू, जौ, सब्जियां, आलू और सोयाबीन उगाए जाते हैं।",Northern Cultural Region,Jammu and Kashmir,neutral
7495,"ऊंचाई के आधार पर, बाजरा, गेहूं, कुट्टू, जौ, सब्जियां, आलू और सोयाबीन उगाए जाते हैं।",Northern Cultural Region,Punjab,neutral
7496,"ऊंचाई के आधार पर, बाजरा, गेहूं, कुट्टू, जौ, सब्जियां, आलू और सोयाबीन उगाए जाते हैं।",Northern Cultural Region,Himachal Pradesh,neutral
7497,"ढिंडो, दाल भात, गुंड्रुक, मोमो, ग्या ठुक, निंगरो, फगशापा और सेल रोटी कुछ स्थानीय व्यंजन हैं।",Northern Cultural Region,Jammu and Kashmir,positive
7498,"ढिंडो, दाल भात, गुंड्रुक, मोमो, ग्या ठुक, निंगरो, फगशापा और सेल रोटी कुछ स्थानीय व्यंजन हैं।",Northern Cultural Region,Chandigarh,positive
7499,"ढिंडो, दाल भात, गुंड्रुक, मोमो, ग्या ठुक, निंगरो, फगशापा और सेल रोटी कुछ स्थानीय व्यंजन हैं।",Northern Cultural Region,Ladakh,positive
7500,शराब का सेवन पुरुषों और महिलाओं दोनों द्वारा किया जाता है।,Northern Cultural Region,Himachal Pradesh,neutral
7501,शराब का सेवन पुरुषों और महिलाओं दोनों द्वारा किया जाता है।,Northern Cultural Region,Chandigarh,neutral
7502,शराब का सेवन पुरुषों और महिलाओं दोनों द्वारा किया जाता है।,Northern Cultural Region,Delhi,neutral
7503,भूटिया लोग गोमांस खाते हैं।,Northern Cultural Region,Punjab,neutral
7504,भूटिया लोग गोमांस खाते हैं।,Northern Cultural Region,Uttar Pradesh,negative
7505,भूटिया लोग गोमांस खाते हैं।,Northern Cultural Region,Haryana,negative
7506,"कई सिंधी घरों में एक विशिष्ट भोजन में गेहूं से बनी रोटी (पॉपड़ी) और चावल के साथ दो व्यंजन शामिल होते हैं, एक ग्रेवी के साथ और एक सूखा।",Northern Cultural Region,Haryana,neutral
7507,"कई सिंधी घरों में एक विशिष्ट भोजन में गेहूं से बनी रोटी (पॉपड़ी) और चावल के साथ दो व्यंजन शामिल होते हैं, एक ग्रेवी के साथ और एक सूखा।",Northern Cultural Region,Punjab,neutral
7508,"कई सिंधी घरों में एक विशिष्ट भोजन में गेहूं से बनी रोटी (पॉपड़ी) और चावल के साथ दो व्यंजन शामिल होते हैं, एक ग्रेवी के साथ और एक सूखा।",Northern Cultural Region,Ladakh,neutral
7509,कमल का तना (जिसे कमल ककरी के नाम से जाना जाता है) का उपयोग सिंधी व्यंजनों में भी किया जाता है।,Northern Cultural Region,Himachal Pradesh,neutral
7510,कमल का तना (जिसे कमल ककरी के नाम से जाना जाता है) का उपयोग सिंधी व्यंजनों में भी किया जाता है।,Northern Cultural Region,Ladakh,neutral
7511,कमल का तना (जिसे कमल ककरी के नाम से जाना जाता है) का उपयोग सिंधी व्यंजनों में भी किया जाता है।,Northern Cultural Region,Chandigarh,neutral
7512,सब्जियों को डीप फ्राई करके पकाना आम बात है।,Northern Cultural Region,Uttar Pradesh,neutral
7513,सब्जियों को डीप फ्राई करके पकाना आम बात है।,Northern Cultural Region,Himachal Pradesh,neutral
7514,सब्जियों को डीप फ्राई करके पकाना आम बात है।,Northern Cultural Region,Punjab,neutral
7515,"सिंधी कढ़ी, साईं भाजी, कोकी और बेसन भाजी कुछ नियमित सिंधी व्यंजन हैं।",Northern Cultural Region,Himachal Pradesh,neutral
7516,"सिंधी कढ़ी, साईं भाजी, कोकी और बेसन भाजी कुछ नियमित सिंधी व्यंजन हैं।",Northern Cultural Region,Haryana,neutral
7517,"सिंधी कढ़ी, साईं भाजी, कोकी और बेसन भाजी कुछ नियमित सिंधी व्यंजन हैं।",Northern Cultural Region,Chandigarh,neutral
7518,"आम का पाउडर, इमली, कोकम के फूल और सूखे अनार के बीज अक्सर उपयोग की जाने वाली सामग्रियां हैं।",Northern Cultural Region,Delhi,neutral
7519,"आम का पाउडर, इमली, कोकम के फूल और सूखे अनार के बीज अक्सर उपयोग की जाने वाली सामग्रियां हैं।",Northern Cultural Region,Haryana,neutral
7520,"आम का पाउडर, इमली, कोकम के फूल और सूखे अनार के बीज अक्सर उपयोग की जाने वाली सामग्रियां हैं।",Northern Cultural Region,Himachal Pradesh,neutral
7521,इस क्षेत्र में पारंपरिक मांसाहारी और शाकाहारी दोनों तरह के व्यंजनों से भरपूर पाक-शैली है।,Northern Cultural Region,Haryana,neutral
7522,इस क्षेत्र में पारंपरिक मांसाहारी और शाकाहारी दोनों तरह के व्यंजनों से भरपूर पाक-शैली है।,Northern Cultural Region,Jammu and Kashmir,neutral
7523,इस क्षेत्र में पारंपरिक मांसाहारी और शाकाहारी दोनों तरह के व्यंजनों से भरपूर पाक-शैली है।,Northern Cultural Region,Uttar Pradesh,neutral
7524,"तमिल भोजन की विशेषता चावल, फलियाँ और दालों का उपयोग है, साथ ही सरसों, करी पत्ता, इमली, धनिया, अदरक, लहसुन, मिर्च, दालचीनी, लौंग, इलायची, जीरा, जायफल, नारियल और गुलाब जल जैसे मसालों के मिश्रण से प्राप्त विशिष्ट सुगंध और स्वाद भी हैं।",Northern Cultural Region,Chandigarh,positive
7525,"तमिल भोजन की विशेषता चावल, फलियाँ और दालों का उपयोग है, साथ ही सरसों, करी पत्ता, इमली, धनिया, अदरक, लहसुन, मिर्च, दालचीनी, लौंग, इलायची, जीरा, जायफल, नारियल और गुलाब जल जैसे मसालों के मिश्रण से प्राप्त विशिष्ट सुगंध और स्वाद भी हैं।",Northern Cultural Region,Jammu and Kashmir,positive
7526,"तमिल भोजन की विशेषता चावल, फलियाँ और दालों का उपयोग है, साथ ही सरसों, करी पत्ता, इमली, धनिया, अदरक, लहसुन, मिर्च, दालचीनी, लौंग, इलायची, जीरा, जायफल, नारियल और गुलाब जल जैसे मसालों के मिश्रण से प्राप्त विशिष्ट सुगंध और स्वाद भी हैं।",Northern Cultural Region,Delhi,positive
7527,एक भोजन (जिसे सापदु कहा जाता है) में केले के पत्ते पर अन्य विशिष्ट तमिल व्यंजनों के साथ चावल शामिल होते हैं।,Northern Cultural Region,Delhi,neutral
7528,एक भोजन (जिसे सापदु कहा जाता है) में केले के पत्ते पर अन्य विशिष्ट तमिल व्यंजनों के साथ चावल शामिल होते हैं।,Northern Cultural Region,Uttarakhand,neutral
7529,एक भोजन (जिसे सापदु कहा जाता है) में केले के पत्ते पर अन्य विशिष्ट तमिल व्यंजनों के साथ चावल शामिल होते हैं।,Northern Cultural Region,Haryana,neutral
7530,"तमिल भोजन की विशेषता टिफिन है, जो नाश्ते या रात के खाने के लिए लिया जाने वाला हल्का भोजन है, और भोजन जो आमतौर पर दोपहर के भोजन के दौरान लिया जाता है।",Northern Cultural Region,Uttarakhand,neutral
7531,"तमिल भोजन की विशेषता टिफिन है, जो नाश्ते या रात के खाने के लिए लिया जाने वाला हल्का भोजन है, और भोजन जो आमतौर पर दोपहर के भोजन के दौरान लिया जाता है।",Northern Cultural Region,Jammu and Kashmir,neutral
7532,"तमिल भोजन की विशेषता टिफिन है, जो नाश्ते या रात के खाने के लिए लिया जाने वाला हल्का भोजन है, और भोजन जो आमतौर पर दोपहर के भोजन के दौरान लिया जाता है।",Northern Cultural Region,Haryana,neutral
7533,"डोसा, इडली, पोंगल और बिरयानी कुछ लोकप्रिय व्यंजन हैं जिन्हें चटनी और सांभर के साथ खाया जाता है।",Northern Cultural Region,Chandigarh,positive
7534,"डोसा, इडली, पोंगल और बिरयानी कुछ लोकप्रिय व्यंजन हैं जिन्हें चटनी और सांभर के साथ खाया जाता है।",Northern Cultural Region,Uttarakhand,positive
7535,"डोसा, इडली, पोंगल और बिरयानी कुछ लोकप्रिय व्यंजन हैं जिन्हें चटनी और सांभर के साथ खाया जाता है।",Northern Cultural Region,Jammu and Kashmir,positive
7536,"मछली और अन्य समुद्री भोजन भी बहुत लोकप्रिय हैं, क्योंकि राज्य तट पर स्थित है।",Northern Cultural Region,Himachal Pradesh,positive
7537,"मछली और अन्य समुद्री भोजन भी बहुत लोकप्रिय हैं, क्योंकि राज्य तट पर स्थित है।",Northern Cultural Region,Delhi,positive
7538,"मछली और अन्य समुद्री भोजन भी बहुत लोकप्रिय हैं, क्योंकि राज्य तट पर स्थित है।",Northern Cultural Region,Punjab,positive
7539,मुर्गे और बकरी का मांस तमिलनाडु में मुख्य रूप से खाया जाने वाला मांस है।,Northern Cultural Region,Uttar Pradesh,neutral
7540,मुर्गे और बकरी का मांस तमिलनाडु में मुख्य रूप से खाया जाने वाला मांस है।,Northern Cultural Region,Punjab,neutral
7541,मुर्गे और बकरी का मांस तमिलनाडु में मुख्य रूप से खाया जाने वाला मांस है।,Northern Cultural Region,Uttarakhand,neutral
7542,"एक विशिष्ट तमिल शाकाहारी भोजन चावल, सब्जियों और दालों जैसे रसम और सांभर पर बहुत अधिक निर्भर करता है, लेकिन इसमें भिन्नताएँ हैं।",Northern Cultural Region,Chandigarh,neutral
7543,"एक विशिष्ट तमिल शाकाहारी भोजन चावल, सब्जियों और दालों जैसे रसम और सांभर पर बहुत अधिक निर्भर करता है, लेकिन इसमें भिन्नताएँ हैं।",Northern Cultural Region,Haryana,neutral
7544,"एक विशिष्ट तमिल शाकाहारी भोजन चावल, सब्जियों और दालों जैसे रसम और सांभर पर बहुत अधिक निर्भर करता है, लेकिन इसमें भिन्नताएँ हैं।",Northern Cultural Region,Jammu and Kashmir,neutral
7545,"जैसा कि ऊपर उल्लेख किया गया है, चेट्टिनाड प्रकार के भोजन में काली मिर्च, लहसुन, सौंफ और प्याज जैसे कई तेज मसालों का उपयोग किया जाता है।",Northern Cultural Region,Delhi,neutral
7546,"जैसा कि ऊपर उल्लेख किया गया है, चेट्टिनाड प्रकार के भोजन में काली मिर्च, लहसुन, सौंफ और प्याज जैसे कई तेज मसालों का उपयोग किया जाता है।",Northern Cultural Region,Himachal Pradesh,neutral
7547,"जैसा कि ऊपर उल्लेख किया गया है, चेट्टिनाड प्रकार के भोजन में काली मिर्च, लहसुन, सौंफ और प्याज जैसे कई तेज मसालों का उपयोग किया जाता है।",Northern Cultural Region,Uttar Pradesh,neutral
7548,"भारत के अन्य हिस्सों की तुलना में तमिल भोजन मसालेदार होता है, इसलिए दही के साथ भोजन समाप्त करने की परंपरा है जिसे भोजन का सुखदायक अंत माना जाता है।",Northern Cultural Region,Ladakh,neutral
7549,"भारत के अन्य हिस्सों की तुलना में तमिल भोजन मसालेदार होता है, इसलिए दही के साथ भोजन समाप्त करने की परंपरा है जिसे भोजन का सुखदायक अंत माना जाता है।",Northern Cultural Region,Chandigarh,positive
7550,"भारत के अन्य हिस्सों की तुलना में तमिल भोजन मसालेदार होता है, इसलिए दही के साथ भोजन समाप्त करने की परंपरा है जिसे भोजन का सुखदायक अंत माना जाता है।",Northern Cultural Region,Jammu and Kashmir,negative
7551,"उबले हुए चावल मुख्य व्यंजन हैं, और हमेशा मौसमी भाप में पकाई/भुनी हुई सब्जी (पोरियल) और दो या तीन प्रकार के इमली के स्टू के साथ परोसे जाते हैं, जिनमें से सबसे लोकप्रिय सांभर और रसम हैं।",Northern Cultural Region,Uttarakhand,positive
7552,"उबले हुए चावल मुख्य व्यंजन हैं, और हमेशा मौसमी भाप में पकाई/भुनी हुई सब्जी (पोरियल) और दो या तीन प्रकार के इमली के स्टू के साथ परोसे जाते हैं, जिनमें से सबसे लोकप्रिय सांभर और रसम हैं।",Northern Cultural Region,Chandigarh,positive
7553,"उबले हुए चावल मुख्य व्यंजन हैं, और हमेशा मौसमी भाप में पकाई/भुनी हुई सब्जी (पोरियल) और दो या तीन प्रकार के इमली के स्टू के साथ परोसे जाते हैं, जिनमें से सबसे लोकप्रिय सांभर और रसम हैं।",Northern Cultural Region,Uttar Pradesh,positive
7554,"भोजन आम तौर पर थायर सदाम (दही के साथ चावल) के साथ समाप्त होता है, जिसे आम तौर पर अचार के आम या नींबू के साथ परोसा जाता है।",Northern Cultural Region,Uttar Pradesh,neutral
7555,"भोजन आम तौर पर थायर सदाम (दही के साथ चावल) के साथ समाप्त होता है, जिसे आम तौर पर अचार के आम या नींबू के साथ परोसा जाता है।",Northern Cultural Region,Punjab,neutral
7556,"भोजन आम तौर पर थायर सदाम (दही के साथ चावल) के साथ समाप्त होता है, जिसे आम तौर पर अचार के आम या नींबू के साथ परोसा जाता है।",Northern Cultural Region,Haryana,neutral
7557,"टिफिन दिन का दूसरा भोजन है और इसमें कई पसंदीदा नाश्ते जैसे कि इडली, रवा इडली, उपमा, डोसा की विभिन्न किस्में और वड़ा शामिल हैं और आमतौर पर चाय के साथ परोसे जाते हैं।",Northern Cultural Region,Himachal Pradesh,positive
7558,"टिफिन दिन का दूसरा भोजन है और इसमें कई पसंदीदा नाश्ते जैसे कि इडली, रवा इडली, उपमा, डोसा की विभिन्न किस्में और वड़ा शामिल हैं और आमतौर पर चाय के साथ परोसे जाते हैं।",Northern Cultural Region,Uttar Pradesh,positive
7559,"टिफिन दिन का दूसरा भोजन है और इसमें कई पसंदीदा नाश्ते जैसे कि इडली, रवा इडली, उपमा, डोसा की विभिन्न किस्में और वड़ा शामिल हैं और आमतौर पर चाय के साथ परोसे जाते हैं।",Northern Cultural Region,Punjab,positive
7560,"रात का खाना दिन का सबसे सरल भोजन है, जिसमें आम तौर पर दोपहर के भोजन या टिफिन से बचा हुआ खाना शामिल होता है।",Northern Cultural Region,Punjab,neutral
7561,"रात का खाना दिन का सबसे सरल भोजन है, जिसमें आम तौर पर दोपहर के भोजन या टिफिन से बचा हुआ खाना शामिल होता है।",Northern Cultural Region,Uttar Pradesh,neutral
7562,"रात का खाना दिन का सबसे सरल भोजन है, जिसमें आम तौर पर दोपहर के भोजन या टिफिन से बचा हुआ खाना शामिल होता है।",Northern Cultural Region,Jammu and Kashmir,neutral
7563,"राज्य में खाए जाने वाले ताज़े मौसमी फलों में केले, पपीता, हनीड्यू और खरबूजे, कटहल, आम, सेब, कस्तूरी संतरे, अनार और नोंगू (ताड़ के दिल) शामिल हैं।",Northern Cultural Region,Himachal Pradesh,positive
7564,"राज्य में खाए जाने वाले ताज़े मौसमी फलों में केले, पपीता, हनीड्यू और खरबूजे, कटहल, आम, सेब, कस्तूरी संतरे, अनार और नोंगू (ताड़ के दिल) शामिल हैं।",Northern Cultural Region,Jammu and Kashmir,positive
7565,"राज्य में खाए जाने वाले ताज़े मौसमी फलों में केले, पपीता, हनीड्यू और खरबूजे, कटहल, आम, सेब, कस्तूरी संतरे, अनार और नोंगू (ताड़ के दिल) शामिल हैं।",Northern Cultural Region,Punjab,positive
7566,"हैदराबादी भोजन मांसाहारी सामग्री पर आधारित है, जबकि तेलुगु भोजन शाकाहारी और मांसाहारी दोनों सामग्रियों का मिश्रण है।",Northern Cultural Region,Punjab,neutral
7567,"हैदराबादी भोजन मांसाहारी सामग्री पर आधारित है, जबकि तेलुगु भोजन शाकाहारी और मांसाहारी दोनों सामग्रियों का मिश्रण है।",Northern Cultural Region,Uttar Pradesh,neutral
7568,"हैदराबादी भोजन मांसाहारी सामग्री पर आधारित है, जबकि तेलुगु भोजन शाकाहारी और मांसाहारी दोनों सामग्रियों का मिश्रण है।",Northern Cultural Region,Ladakh,neutral
7569,तेलुगु भोजन मसालों से भरपूर होता है और मिर्च का प्रचुर मात्रा में उपयोग किया जाता है।,Northern Cultural Region,Punjab,negative
7570,तेलुगु भोजन मसालों से भरपूर होता है और मिर्च का प्रचुर मात्रा में उपयोग किया जाता है।,Northern Cultural Region,Uttar Pradesh,negative
7571,तेलुगु भोजन मसालों से भरपूर होता है और मिर्च का प्रचुर मात्रा में उपयोग किया जाता है।,Northern Cultural Region,Chandigarh,negative
7572,आम तौर पर भोजन में इमली और नींबू के रस का उपयोग खट्टापन लाने वाले एजेंट के रूप में किया जाता है।,Northern Cultural Region,Jammu and Kashmir,neutral
7573,आम तौर पर भोजन में इमली और नींबू के रस का उपयोग खट्टापन लाने वाले एजेंट के रूप में किया जाता है।,Northern Cultural Region,Punjab,neutral
7574,आम तौर पर भोजन में इमली और नींबू के रस का उपयोग खट्टापन लाने वाले एजेंट के रूप में किया जाता है।,Northern Cultural Region,Chandigarh,neutral
7575,चावल तेलुगु लोगों का मुख्य भोजन है।,Northern Cultural Region,Uttarakhand,neutral
7576,चावल तेलुगु लोगों का मुख्य भोजन है।,Northern Cultural Region,Punjab,neutral
7577,चावल तेलुगु लोगों का मुख्य भोजन है।,Northern Cultural Region,Delhi,neutral
7578,स्टार्च का सेवन विभिन्न प्रकार की करी और दाल के सूप या शोरबे के साथ किया जाता है।,Northern Cultural Region,Ladakh,neutral
7579,स्टार्च का सेवन विभिन्न प्रकार की करी और दाल के सूप या शोरबे के साथ किया जाता है।,Northern Cultural Region,Jammu and Kashmir,positive
7580,स्टार्च का सेवन विभिन्न प्रकार की करी और दाल के सूप या शोरबे के साथ किया जाता है।,Northern Cultural Region,Punjab,positive
7581,शाकाहारी और मांसाहारी दोनों ही भोजन लोकप्रिय हैं।,Northern Cultural Region,Ladakh,neutral
7582,शाकाहारी और मांसाहारी दोनों ही भोजन लोकप्रिय हैं।,Northern Cultural Region,Himachal Pradesh,neutral
7583,शाकाहारी और मांसाहारी दोनों ही भोजन लोकप्रिय हैं।,Northern Cultural Region,Punjab,neutral
7584,"हैदराबादी व्यंजनों में बिरयानी, हलीम, बघारा बैंगन और कीमा जैसे लोकप्रिय व्यंजन शामिल हैं, जबकि हैदराबादी के रोजमर्रा के व्यंजनों में तेलंगाना के तेलुगु भोजन के साथ कुछ समानताएं हैं, जिसमें मांस के साथ इमली, चावल और दाल का उपयोग किया जाता है।",Northern Cultural Region,Ladakh,neutral
7585,"हैदराबादी व्यंजनों में बिरयानी, हलीम, बघारा बैंगन और कीमा जैसे लोकप्रिय व्यंजन शामिल हैं, जबकि हैदराबादी के रोजमर्रा के व्यंजनों में तेलंगाना के तेलुगु भोजन के साथ कुछ समानताएं हैं, जिसमें मांस के साथ इमली, चावल और दाल का उपयोग किया जाता है।",Northern Cultural Region,Delhi,neutral
7586,"हैदराबादी व्यंजनों में बिरयानी, हलीम, बघारा बैंगन और कीमा जैसे लोकप्रिय व्यंजन शामिल हैं, जबकि हैदराबादी के रोजमर्रा के व्यंजनों में तेलंगाना के तेलुगु भोजन के साथ कुछ समानताएं हैं, जिसमें मांस के साथ इमली, चावल और दाल का उपयोग किया जाता है।",Northern Cultural Region,Uttarakhand,neutral
7587,मसालेदार बनाने के तरीके के रूप में दही भोजन में एक आम चीज है।,Northern Cultural Region,Haryana,neutral
7588,मसालेदार बनाने के तरीके के रूप में दही भोजन में एक आम चीज है।,Northern Cultural Region,Himachal Pradesh,neutral
7589,मसालेदार बनाने के तरीके के रूप में दही भोजन में एक आम चीज है।,Northern Cultural Region,Jammu and Kashmir,neutral
7590,"त्रिपुरी मांसाहारी हैं, हालाँकि उनमें वैष्णव शाकाहारियों की एक अल्पसंख्यक संख्या है।",Northern Cultural Region,Haryana,neutral
7591,"त्रिपुरी मांसाहारी हैं, हालाँकि उनमें वैष्णव शाकाहारियों की एक अल्पसंख्यक संख्या है।",Northern Cultural Region,Delhi,neutral
7592,"त्रिपुरी मांसाहारी हैं, हालाँकि उनमें वैष्णव शाकाहारियों की एक अल्पसंख्यक संख्या है।",Northern Cultural Region,Chandigarh,neutral
7593,"त्रिपुरी व्यंजनों के प्रमुख अवयवों में सब्जियां, जड़ी-बूटियां, सूअर का मांस, मुर्गा, मटन, मछली, कछुआ, झींगे, केकड़े, मीठे पानी के सीप, पेरीविंकल्स, खाने योग्य मीठे पानी के घोंघे और मेंढक शामिल हैं।",Northern Cultural Region,Himachal Pradesh,positive
7594,"त्रिपुरी व्यंजनों के प्रमुख अवयवों में सब्जियां, जड़ी-बूटियां, सूअर का मांस, मुर्गा, मटन, मछली, कछुआ, झींगे, केकड़े, मीठे पानी के सीप, पेरीविंकल्स, खाने योग्य मीठे पानी के घोंघे और मेंढक शामिल हैं।",Northern Cultural Region,Uttar Pradesh,positive
7595,"त्रिपुरी व्यंजनों के प्रमुख अवयवों में सब्जियां, जड़ी-बूटियां, सूअर का मांस, मुर्गा, मटन, मछली, कछुआ, झींगे, केकड़े, मीठे पानी के सीप, पेरीविंकल्स, खाने योग्य मीठे पानी के घोंघे और मेंढक शामिल हैं।",Northern Cultural Region,Uttarakhand,positive
7596,"परंपरागत रूप से, उत्तर प्रदेश के व्यंजनों में अवधी, भोजपुरी और मुगलई व्यंजन शामिल हैं, हालाँकि राज्य का एक विशाल बहुमत शाकाहारी है, जो दाल, रोटी, सब्जी और चावल पसंद करता है।",Northern Cultural Region,Uttar Pradesh,neutral
7597,"परंपरागत रूप से, उत्तर प्रदेश के व्यंजनों में अवधी, भोजपुरी और मुगलई व्यंजन शामिल हैं, हालाँकि राज्य का एक विशाल बहुमत शाकाहारी है, जो दाल, रोटी, सब्जी और चावल पसंद करता है।",Northern Cultural Region,Delhi,neutral
7598,"परंपरागत रूप से, उत्तर प्रदेश के व्यंजनों में अवधी, भोजपुरी और मुगलई व्यंजन शामिल हैं, हालाँकि राज्य का एक विशाल बहुमत शाकाहारी है, जो दाल, रोटी, सब्जी और चावल पसंद करता है।",Northern Cultural Region,Jammu and Kashmir,neutral
7599,विशेष अवसरों पर पूरी और कचौरी खाई जाती है।,Northern Cultural Region,Ladakh,positive
7600,विशेष अवसरों पर पूरी और कचौरी खाई जाती है।,Northern Cultural Region,Uttar Pradesh,positive
7601,विशेष अवसरों पर पूरी और कचौरी खाई जाती है।,Northern Cultural Region,Himachal Pradesh,positive
7602,"भारत के सबसे लोकप्रिय अल्पाहार में से चाट, समोसा और पकौड़ा उत्तर प्रदेश से उत्पन्न हुए हैं।",Northern Cultural Region,Ladakh,neutral
7603,"भारत के सबसे लोकप्रिय अल्पाहार में से चाट, समोसा और पकौड़ा उत्तर प्रदेश से उत्पन्न हुए हैं।",Northern Cultural Region,Uttarakhand,positive
7604,"भारत के सबसे लोकप्रिय अल्पाहार में से चाट, समोसा और पकौड़ा उत्तर प्रदेश से उत्पन्न हुए हैं।",Northern Cultural Region,Himachal Pradesh,positive
7605,"प्रसिद्ध व्यंजनों में कबाब, दम बिरयानी और मटन के विभिन्न व्यंजन शामिल हैं।",Northern Cultural Region,Uttarakhand,positive
7606,"प्रसिद्ध व्यंजनों में कबाब, दम बिरयानी और मटन के विभिन्न व्यंजन शामिल हैं।",Northern Cultural Region,Chandigarh,positive
7607,"प्रसिद्ध व्यंजनों में कबाब, दम बिरयानी और मटन के विभिन्न व्यंजन शामिल हैं।",Northern Cultural Region,Haryana,positive
7608,"शीर कोरमा, घेवर, गुलाब जामुन, खीर और रस मलाई इस क्षेत्र के कुछ लोकप्रिय मिष्ठान्न हैं।",Northern Cultural Region,Ladakh,neutral
7609,"शीर कोरमा, घेवर, गुलाब जामुन, खीर और रस मलाई इस क्षेत्र के कुछ लोकप्रिय मिष्ठान्न हैं।",Northern Cultural Region,Chandigarh,positive
7610,"शीर कोरमा, घेवर, गुलाब जामुन, खीर और रस मलाई इस क्षेत्र के कुछ लोकप्रिय मिष्ठान्न हैं।",Northern Cultural Region,Himachal Pradesh,positive
7611,व्यंजन में शाकाहारी और मांसाहारी दोनों तरह के व्यंजन शामिल हैं।,Northern Cultural Region,Jammu and Kashmir,neutral
7612,व्यंजन में शाकाहारी और मांसाहारी दोनों तरह के व्यंजन शामिल हैं।,Northern Cultural Region,Uttar Pradesh,neutral
7613,व्यंजन में शाकाहारी और मांसाहारी दोनों तरह के व्यंजन शामिल हैं।,Northern Cultural Region,Haryana,neutral
7614,"उनके भोजन में कबाब, कोरमा, बिरयानी, कालिया, नहारी-कुलचा, जरदा, शीरमाल, रूमाली रोटियाँ और वारकी पराठे जैसे विस्तृत व्यंजन शामिल थे।",Northern Cultural Region,Ladakh,positive
7615,"उनके भोजन में कबाब, कोरमा, बिरयानी, कालिया, नहारी-कुलचा, जरदा, शीरमाल, रूमाली रोटियाँ और वारकी पराठे जैसे विस्तृत व्यंजन शामिल थे।",Northern Cultural Region,Chandigarh,positive
7616,"उनके भोजन में कबाब, कोरमा, बिरयानी, कालिया, नहारी-कुलचा, जरदा, शीरमाल, रूमाली रोटियाँ और वारकी पराठे जैसे विस्तृत व्यंजन शामिल थे।",Northern Cultural Region,Delhi,positive
7617,"अवध के व्यंजनों की समृद्धि न केवल विभिन्न प्रकार के व्यंजनों में है, बल्कि मटन, पनीर और इलायची और केसर सहित समृद्ध मसालों जैसी सामग्री में भी है।",Northern Cultural Region,Chandigarh,positive
7618,"अवध के व्यंजनों की समृद्धि न केवल विभिन्न प्रकार के व्यंजनों में है, बल्कि मटन, पनीर और इलायची और केसर सहित समृद्ध मसालों जैसी सामग्री में भी है।",Northern Cultural Region,Himachal Pradesh,positive
7619,"अवध के व्यंजनों की समृद्धि न केवल विभिन्न प्रकार के व्यंजनों में है, बल्कि मटन, पनीर और इलायची और केसर सहित समृद्ध मसालों जैसी सामग्री में भी है।",Northern Cultural Region,Delhi,positive
